item_id,item_type,date,title,sources,article_ids,likely_primary_source,sample_summary
EVT-A188,anchor_event,2014-01-20,POK 声称绑架责任,Homeland Illumination; International News; International Times; Kronos Star; Modern Rubicon; News Online Today; Tethys News; The Abila Post; The Continent; The General Post; The Guide; The Truth; The World; Who What News; Worldwise,29;62;106;145;167;172;173;219;245;261;274;310;359;372;431;461;463;481;536;594;607;674;689;693;776;824;838,Modern Rubicon,1245 - I REDEEM DEMANDS FROM POK - the protections of Kronos has freed a supporting responsibility of declaration of the kidnapping of employs you of GAStech that they demand I redeem $20 million.
TL-107,timeline,2014-01-20,KIDNAPPING IN GASTECH KRONOS,The General Post,107,The General Post,"After a long day to be in conflict and the confused information of information continue being incomplete, only history is beginning to come clearly: a source of the government of Kronos has confirmed "
TL-125,timeline,2014-01-20,"GASTECH EMPLOYEE INTERROGATED, RELEASED",Central Bulletin,125,Central Bulletin,For roughly 6 hours GAStech - Kronos employee Edvard Vann was interrogated by Kronos Police and Government officials before being released at 17:00 this evening. The apparent confusion stems from the 
TL-140,timeline,2014-01-20,TOP EVENTS WITH GASTECH,Athena Speaks,140,Athena Speaks,"A long day of the contradictory reports and muddling information finished. What we know for certain that 14 employees of GAStech missing, as confirmed by a source of government of Kronos. Currently it"
TL-145,timeline,2014-01-20,POK kidnaps to employees of GAStech,The Guide,145,The Guide,The protectors of Kronos (POK) suspect themselves to kidnap to up to fourteen employees of GAStech of their construction of the headquarters previous today. The police of Abila quickly assured the rem
TL-173,timeline,2014-01-20,To break off itself: The emergency to GAStech quarters construction [updates],Tethys News,173,Tethys News,The customer of the Vann confirmation the unofficial declaration of the police who the POK are thought suspicion like the kidnappers. Not there are still the information on who has been taken.
TL-197,timeline,2014-01-20,"INTERROGATED, SENT EMPLOYEE OF GASTECH",The Explainer,197,The Explainer,"The evident confusion comes the similarity between its name and the one from a protector of the member of Kronos. Vann, protector of security for GAStech, was furious, indicating, ""I do not have anyth"
TL-29,timeline,2014-01-20,POK Kidnaps GAStech Employees,International News,29,International News,The Protectors of Kronos (POK) are suspected of kidnapping up to fourteen GAStech employees from their headquarters building earlier today. Abila police quickly secured the building and interviewed th
TL-326,timeline,2014-01-20,WRAP UP OF EVENTS AT GASTECH,The Abila Post,326,The Abila Post,"A long tense day of conflicting reports and confusing information has come to an end. What we know for certain is that 14 GAStech employees are not only missing, but kidnapped as confirmed by a Kronos"
TL-359,timeline,2014-01-20,Breaking: Emergency at GAStech Headquarters Building [Updates],Kronos Star,359,Kronos Star,"Update, 5:30 PM: We have several reports from GAStech employees that confirm a kidnapping took place, but at this time there is no information on who was involved. Unofficial reports from the police i"
TL-397,timeline,2014-01-20,TO BECOME INVOLVED FOR ABOVE OF EVENTS IN GASTECH,The Explainer,397,The Explainer,"A long tense day of information that were in conflict and of the confused information has finished. What we know for insurance that 14 employees of GAStech lack not only, but are kidnapped according t"
TL-400,timeline,2014-01-20,To break off itself: The emergency to GAStech quarters construction [updates],Tethys News,400,Tethys News,"Update, 7:00 PM: The last one of employs of GAStech has been allowed to leave the construction. The employee, Edvard Vann, as an example that the police has interviewed it for the hours and the accusa"
TL-412,timeline,2014-01-20,ON SCENE BLOG,Modern Rubicon,412,Modern Rubicon,"1915 - to the employee Edvard Vann of GAStech ""it has been allowed to go"" after nearly six hours of the interrogation from the police, the government and the civil employees of GAStech. Vann has been "
TL-43,timeline,2014-01-20,ON SCENE BLOG,Modern Rubicon,43,Modern Rubicon,1732 - great part of the information has re-united from employs of GAStech that have been allowed to go from the point of the investigators of the police to a kidnapping of several employ you of GASte
TL-431,timeline,2014-01-20,POK Kidnaps GAStech Employees,News Online Today,431,News Online Today,"The Protectors of Kronos (POK) are suspected of kidnapping up to fourteen GAStech employees from their headquarters building earlier today. One employee, Edvard Vann of Abila, was questioned for hours"
TL-438,timeline,2014-01-20,ON THE SCENE BLOG,The Abila Post,438,The Abila Post,"1915 UPDATE - GAStech employee Edvard Vann was ""allowed to leave"" after nearly six hours of interrogation by police, government, and GAStech officials. Vann was questioned and released about fifteen m"
TL-461,timeline,2014-01-20,POK Kidnaps GAStech Employees,Kronos Star,461,Kronos Star,The Protectors of Kronos (POK) are suspected of kidnapping up to fourteen GAStech employees from their headquarters building earlier today. Abila police quickly secured the building and interviewed th
TL-466,timeline,2014-01-20,"EMPLOYEE OF QUESTIONED GASTECH, RELEASED",Athena Speaks,466,Athena Speaks,During roughly 6 hours employed Edvard Vann de GAStech - of Kronos was questioned by Kronos Police and civils servant of government before being released with 17:00 this evening. Apparent confusion co
TL-469,timeline,2014-01-20,KIDNAPPING AT GASTECH KRONOS,Who What News,469,Who What News,"After a long day of conflicting and confusing information reports are still sketchy, but the story is beginning to come clear: a Kronos Government source has confirmed up to fourteen of GAStech Intern"
TL-49,timeline,2014-01-20,KIDNAPPING AT GASTECH KRONOS,The World,49,The World,"After a long day of conflicting and confusing information reports are still sketchy, but the story is beginning to come clear: a Kronos Government source has confirmed up to fourteen of GAStech Intern"
TL-494,timeline,2014-01-20,KIDNAPPING WITH GASTECH KRONOS,The Light of Truth,494,The Light of Truth,"After a long day of the conflict and the muddling information papers are still not very precise, but the history starts to come clearly: a source of government of Kronos confirmed up to fourteen of GA"
TL-50,timeline,2014-01-20,"GASTECH EMPLOYEE INTERROGATED, RELEASED",The Abila Post,50,The Abila Post,For roughly 6 hours GAStech - Kronos employee Edvard Vann was interrogated by Kronos Police and Government officials before being released at 17:00 this evening. The apparent confusion stems from the 
TL-512,timeline,2014-01-20,"GASTECH QUESTIONED EMPLOYEE, DELIVERED",News Desk,512,News Desk,Kronos employee Edvard Vann were questioned Kronos police force and the civil servants of the government before are delivered at 17:00 tonight. Clear misfiring descends from the resemblance between it
TL-555,timeline,2014-01-20,ON THE SCENE BLOG,The Abila Post,555,The Abila Post,"1732 UPDATE - Much of the information gathered from the GAStech employees who have been allowed to leave by police investigators point to a kidnapping of several GAStech employees. However, officials "
TL-594,timeline,2014-01-20,POK removes employees of GAStech,Worldwise,594,Worldwise,The guards of Kronos (POK) are suspected to remove to fourteen employees of GAStech of their construction of registered offices earlier today. The police force of Abila quickly fixed the building and 
TL-607,timeline,2014-01-20,POK kidnap employees GAStech,The Truth,607,The Truth,The guards of Kronos (POK) become of kidnapping to fourteen employees from GAStech headquarters suspected that build in former days today. Police force of Abila protected rapidly the bldg. and intervi
TL-673,timeline,2014-01-20,WRAP UP OF EVENTS AT GASTECH,Central Bulletin,673,Central Bulletin,"A long tense day of conflicting reports and confusing information has come to an end. What we know for certain is that 14 GAStech employees are not only missing, but kidnapped as confirmed by a Kronos"
TL-674,timeline,2014-01-20,Breaking: Emergency at GAStech Headquarters Building [Updates],Kronos Star,674,Kronos Star,Vann's account confirms the unofficial police statement that the POK are suspected as the kidnappers. There is still no information on who was kidnapped.
TL-679,timeline,2014-01-20,DISAPPEARED CONFIRMED GASTECH DIRECTION,The Explainer,679,The Explainer,"Miriam Avila, administrative assistant in international GAStech, has confirmed that the members of the direction of GAStech in fact are lacking. One hoped that it arrived the reception from the govern"
TL-7,timeline,2014-01-20,WRAP UP OF EVENTS AT GASTECH,News Online Today,7,News Online Today,"A long tense day of conflicting reports and confusing information has come to an end. What we know for certain is that 14 GAStech employees are not only missing, but kidnapped as confirmed by a Kronos"
TL-761,timeline,2014-01-20,Breaking: Emergency at GAStech Headquarters Building [Updates],Kronos Star,761,Kronos Star,"Update, 7:00 PM: The last of the GAStech employees has been allowed to leave the building. The employee, Edvard Vann, said that the police interviewed him for hours and accused him of involvement in t"
TL-838,timeline,2014-01-20,To break off itself: The emergency to GAStech quarters the construction [updates],Tethys News,838,Tethys News,"Update, 5:30 PM: We have several relationships from employs of GAStech that confirm a kidnapping have happened, but currently not are the information on who. The unofficial relationships from the poli"
EVT-0177,cross_source_story,2014-01-21,DEMANDS OF THE RESCUE DONE IN THE KIDNAPPING OF GASTECH,News Online Today; The General Post; The Guide; The Truth; The Tulip; The World; Who What News,178;219;310;372;536;599;824,The General Post,"The protectors of Kronos not only have taken the responsibility from the kidnapping of the international employees of GAStech, but also they have made a demand of the rescue of $20M of the president a"
EVT-0178,cross_source_story,2014-01-21,Conference of news of catch of police force on the kidnapping of GAStech,Worldwise,274;752,Worldwise,The police force of Abila held a press conference to nine this morning on the registered offices of removal of GAStech. To maintain to the order the journalists with the current that four of the emplo
EVT-0179,cross_source_story,2014-01-21,Police Hold News Conference on GAStech Kidnapping,International News; Kronos Star; News Online Today,276;676;693,Kronos Star,The Abila police held a press conference at nine this morning on the kidnapping GAStech headquarters. Police informed reporters that four of the GAStech employees whose whereabouts were unconfirmed ye
TL-167,timeline,2014-01-21,GASTech Employees Kidnapped in Kronos,International Times,167,International Times,"Fourteen employees feared kidnapped in Kronos by a radical environmental terrorist group during a corporate gathering. Fourteen employees, including possibly five executive officers, are feared kidnap"
TL-178,timeline,2014-01-21,THE REQUIREMENTS OF THE RANSOM WHICH ARE MADE IN REMOVAL GASTECH,The Tulip,178,The Tulip,"The guards of Kronos have not only also the taken responsibility for the removal of international employees GAStech, but the ransom question of $20M of the President and CEO Sten Sanjorge, Jr. made. R"
TL-219,timeline,2014-01-21,RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,News Online Today,219,News Online Today,"The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, "
TL-245,timeline,2014-01-21,The employees of GASTech who are kidnapped in Kronos,The Continent,245,The Continent,"Fourteen employees feared kidnapped in Kronos by a radical environment terrorist group during itself collective collecting. Fourteen employees, among which executive civil servants perhaps five, feare"
TL-261,timeline,2014-01-21,ON THE SCENE BLOG,The Abila Post,261,The Abila Post,1245 UPDATE - RANSOM DEMANDS FROM POK - The Protectors of Kronos have released a statement claiming responsibility for the kidnapping of GAStech employees demanding a $20 million ransom.
TL-274,timeline,2014-01-21,Conference of news of catch of police force on the kidnapping of GAStech,Worldwise,274,Worldwise,The police force of Abila held a press conference to nine this morning on the registered offices of removal of GAStech. To maintain to the order the journalists with the current that four of the emplo
TL-276,timeline,2014-01-21,Police Hold News Conference on GAStech Kidnapping,International News,276,International News,The Abila police held a press conference at nine this morning on the kidnapping GAStech headquarters. Police informed reporters that four of the GAStech employees whose whereabouts were unconfirmed ye
TL-310,timeline,2014-01-21,RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,Who What News,310,Who What News,"The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, "
TL-372,timeline,2014-01-21,Conference of the news of the grasping of the police on the kidnapping of GAStech,The Guide,372,The Guide,The police of Abila carried out a press conference at nine this morning in the headquarters of GAStech of the kidnapping. To clean to informed reporters who four of the employees of GAStech found that
TL-396,timeline,2014-01-21,Employees of GASTech removed in Kronos,World Journal,396,World Journal,"Fourteen employees have fears removed in Kronos by a radical environmental group of terrorist during a meeting of corporation. One fears fourteen employees, probably including five executive leaders, "
TL-460,timeline,2014-01-21,Kidnapped employees of GASTech in Kronos,Everyday News,460,Everyday News,"Fourteen employees feared kidnapped in Kronos for radical an environmental group of the terrorist during a corporative meeting. They fear fourteen employees, including possibly to five executive offic"
TL-536,timeline,2014-01-21,DEMANDS OF THE RESCUE DONE IN THE KIDNAPPING OF GASTECH,The General Post,536,The General Post,"The protectors of Kronos not only have taken the responsibility from the kidnapping of the international employees of GAStech, but also they have made a demand of the rescue of $20M of the president a"
TL-598,timeline,2014-01-21,GASTech Employees Kidnapped in Kronos,News Online Today,598,News Online Today,"Fourteen employees feared kidnapped in Kronos by a radical environmental terrorist group during a corporate gathering. Fourteen employees, including possibly five executive officers, are feared kidnap"
TL-599,timeline,2014-01-21,The conference of the news of the seizure of the police force concerning removal GAStech,The Truth,599,The Truth,The police force Abila loved a press conference at nine this morning on the GAStech headquarters kidnappings. The police force communicated report donors that celebrate of whom residence was not confi
TL-693,timeline,2014-01-21,Police Hold News Conference on GAStech Kidnapping,Kronos Star,693,Kronos Star,The Abila police held a press conference at nine this morning on the kidnapping GAStech headquarters. Police informed reporters that four of the GAStech employees whose whereabouts were unconfirmed ye
TL-787,timeline,2014-01-21,GASTech Employees Kidnapped in Kronos,World Source,787,World Source,"Fourteen employees feared kidnapped in Kronos by a radical environmental terrorist group during a corporate gathering. Fourteen employees, including possibly five executive officers, are feared kidnap"
TL-822,timeline,2014-01-21,RANSOM DEMANDS MADE IN THE KIDNAPPING OF GASTECH,The Light of Truth,822,The Light of Truth,"The guards of Kronos took not only the responsability for the kidnapping of the international employees of GAStech, but also made a ransom demand of $20M starting from the president and PRESIDENT Sten"
TL-824,timeline,2014-01-21,RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,The World,824,The World,"The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, "
