article_id,source,source_folder,source_type,title,author,published_raw,date,date_parse_note,location,word_count,entities,topics,narrative_lines,summary,file_path
117,News Online Today,News Online Today,aggregator,Charity Funds Exhausted,,1999/11/15,1999-11-15,ok,,119,,security,,"We soon ran out of medicines and funds to support our aid teams and had to return home."" While the global press reported over 2500 people were killed and 100,000 buildings were destroyed, local press reported people felt they were being...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/News Online Today/117.txt
701,World Journal,World Journal,derivative_international,Total trunks of charity of drain of disasters,,1999/11/15,1999-11-15,ok,,421,Government,,2,The new calls fact countryside on the horizon to maintain the liquidity. The agencies of assistance informed that the monetary needs and for food increased in the whole world and that they can not be able to satisfy the basic needs. The...,C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/World Journal/701.txt
2,Everyday News,Everyday News,primary_local,Global boxes of the charity of dren of the disasters,,1999/11/16,1999-11-16,ok,,461,Government,business,1|2,The new pleas campaign in the horizon to maintain liquidity. The agencies of the aid have noticed that the monetary necessities and of the food have increased everywhere and that they can not be able to solve basic necessities. The office...,C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/Everyday News/2.txt
302,The Continent,The Continent,derivative_international,Overall the benevolence trunks of the calamity evacuation canal,,1999/11/16,1999-11-16,ok,,412,Government,security,2,New profession campaign on the horizon to maintain fluidity. The agencies of the aid have warned that the monetary and food needs have increased worldwide and they cannot be able that satisfy to basic needs. The office of the ministry for...,C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The Continent/302.txt
278,The World,The World,derivative_international,KRONOS GDP ON THE RISE,,15 January 2000,2000-01-15,ok,"ABILA, Kronos",78,GAStech|Government,,,"The real gross domestic product - the output of goods and services produced by labor and property located in Kronos - increased at an annual rate of 5.4% in the fourth quarter of 1999, according to the advance estimate released by the...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The World/278.txt
789,News Online Today,News Online Today,aggregator,KRONOS GDP ON THE RISE,,2000/01/15,2000-01-15,ok,"ABILA, Kronos",44,,,,"The real gross domestic product - the output of goods and services produced by labor and property located in Kronos - increased at an annual rate of 5.4% in the fourth quarter of 1999, according to the advance estimate released by the...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/News Online Today/789.txt
216,The Light of Truth,The Light of Truth,derivative_international,GDP OF KRONOS ON RISE,,2000/01/16,2000-01-16,ok,"ABILA, Kronos",88,GAStech|Government,,,"The domestic gross product - the production of goods and the services produced by the work and the property located in Kronos - increased atan annual rate of 5.4% in the fourth quarter of 1999, according to the anticipated evaluation...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The Light of Truth/216.txt
471,Who What News,Who What News,derivative_international,KRONOS GDP ON THE RISE,,2000/01/16,2000-01-16,ok,"ABILA, Kronos",62,GAStech|Government,,,"The real gross domestic product - the output of goods and services produced by labor and property located in Kronos - increased at an annual rate of 5.4% in the fourth quarter of 1999, according to the advance estimate released by the...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/Who What News/471.txt
515,The Tulip,The Tulip,derivative_international,KRONOS THE GDP ON THE INCREASE,,2000/01/16,2000-01-16,ok,"ABILA, Kronos",91,GAStech|Government,,,"The real Gross Domestic Product - the output of goods and the services which are caused by labor and have that in Kronos are established - lane to an annual tariff from 5.4% in the fourth trimester of 1999, according to the progress...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The Tulip/515.txt
131,The General Post,The General Post,primary_local,GDP OF KRONOS IN THE ASCENT,,2000/01/17,2000-01-17,ok,"ABILA, Kronos",85,GAStech|Government|Abila,,,"ABILA, Kronos - the true gross internal product - the exit of merchandize and services produced by the work and the characteristic located in Kronos - increasing in an annual index of 5.4% in the fourth trimester of 1999, according to the...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The General Post/131.txt
254,Homeland Illumination,Homeland Illumination,primary_local,ELODIS PUBLIC HEALTH FACT SHEET - UPDATE,Maha Salo,31 May 2000,2000-05-31,ok,"ELODIS, Kronos",94,Elodis|Abila,environment,2,"The environmental consequences of Hyper Acidic Substrate Removal (HASR), a controversial drilling technique have taken a huge toll on the health of Elodis residents. An update to the 1998 Wellness for All report will soon be posted on the...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/Homeland Illumination/254.txt
188,News Online Today,News Online Today,aggregator,ELODIS PUBLIC HEALTH FACT SHEET - UPDATE,,2000/06/01,2000-06-01,ok,"ELODIS, Kronos",24,Elodis,environment,2,"The environmental consequences of Hyper Acidic Substrate Removal (HASR), a controversial drilling technique have taken a huge toll on the health of Elodis residents.",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/News Online Today/188.txt
672,The Orb,The Orb,derivative_international,DOCUMENTARY CARD OF PUBLIC HEALTH Of ELODIS - UPDATE,,2000/06/01,2000-06-01,ok,"ELODIS, Kronos",105,Elodis|Abila,environment,2,"The environmental consequences of acid displacement hyper of substrate (HASR), a technique of drilling discussed took an enormous toll on the health of the residents of Elodis. An update with health 1998 for all the report will be...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The Orb/672.txt
72,Daily Pegasus,Daily Pegasus,primary_local,LEAF OF THE FACT OF THE PUBLIC HEALTH OF ELODIS - UPDATE,,2000/06/01,2000-06-01,ok,"ELODIS, Kronos",115,Elodis|Abila,environment,2,"The environmental consequences of the hyperactive acid retirement of the substratum (HASR), a technique that perforated controversy have taken an enormous toll in the health from the residents of Elodis. An update to health 1998 for all...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/Daily Pegasus/72.txt
271,The Wrap,The Wrap,derivative_international,THE SHEET OF THE PUBLIC HEALTH ELODIS - UPDATE,,2000/06/02,2000-06-02,ok,"ELODIS, Kronos",101,Elodis|Abila,environment,2,"The environment impact of the Hyper Acidic has disposal of the substrate (HASR), controversial boring technique a giant toll taken on the health of residents Elodis. Update up to 1998 Wellness for already report will shortly be posted on...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The Wrap/271.txt
413,News Online Today,News Online Today,aggregator,EXPLOSION ROCKS GASTECH'S TISKELE BEND SITE,,2000/08/15,2000-08-15,ok,"ABILA, Kronos",51,GAStech|Elodis|Abila,,,"An explosion at a nearby gas drilling well pad woke Rebecca Cato around 3 a.m. on Sunday morning. When she left her home in Elodis, Kronos - a rural township outside the capital Abila - to investigate the noise she noticed a large fire...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/News Online Today/413.txt
498,The World,The World,derivative_international,EXPLOSION ROCKS GASTECH'S TISKELE BEND SITE,,15 August 2000,2000-08-15,ok,"ABILA, Kronos",203,GAStech|Government|Sten Sanjorge|Elodis|Abila,business,1,"An explosion at a nearby gas drilling well pad woke Rebecca Cato around 3 a.m. on Sunday morning. When she left her home in Elodis, Kronos - a rural township outside the capital Abila - to investigate the noise she noticed a large fire...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The World/498.txt
626,Who What News,Who What News,derivative_international,EXPLOSION ROCKS GASTECH'S TISKELE BEND SITE,,2000/08/15,2000-08-15,ok,"ABILA, Kronos",146,GAStech|Government|Sten Sanjorge|Elodis|Abila,business,1,"An explosion at a nearby gas drilling well pad woke Rebecca Cato around 3 a.m. on Sunday morning. When she left her home in Elodis, Kronos - a rural township outside the capital Abila - to investigate the noise she noticed a large fire...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/Who What News/626.txt
235,The General Post,The General Post,primary_local,SITE OF THE CURVE OF TISKELE OF ROCKS GASTECH OF THE EXPLOSION,,2000/08/16,2000-08-16,ok,"ABILA, Kronos",237,GAStech|Government|Sten Sanjorge|Elodis,business,1,"An explosion in a next cushion of the well that it perforated of the gas woke up Rebecca Cato 3 in the morning of Sunday. When she left her home in Elodis, Kronos - a rural municipality outside capital Avila - to investigate the noise she...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The General Post/235.txt
277,The Light of Truth,The Light of Truth,derivative_international,SITE OF CURVE OF TISKELE OF ROCKS GASTECH Of EXPLOSION,,2000/08/16,2000-08-16,ok,"ABILA, Kronos",226,GAStech|Government|Sten Sanjorge|Elodis|Abila,business,1,"An explosion with a trimming close to well of gas drilling awoke Rebecca Cato around 3 hours the morning Sunday morning. When it left its house in Elodis, Kronos - rural black suburbs apart from capital Abila - to study the noise it noted...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The Light of Truth/277.txt
504,The Tulip,The Tulip,derivative_international,THE PLACE OF THE BEND TISKELE OF THE ROCKS GASTECH OF THE EXPLOSION,,2000/08/16,2000-08-16,ok,"ABILA, Kronos",202,GAStech|Government|Sten Sanjorge|Elodis|Abila,business,1,"An explosion at surrounding the well pad of the gasboring woke Rebecca Cato around 3 a.m on Sunday morning. When she left its house in Elodis, Kronos - a rural municipality outside Abila - to examine the crash saw they a large fire on...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The Tulip/504.txt
663,The Abila Post,The Abila Post,primary_local,TISKELE BEND EXPLOSION AND FIRE,,16 August 2000,2000-08-16,ok,"ABILA, Kronos",162,GAStech|Government|Elodis,environment|kidnapping|business,1|4,"A spark at the GAStech International-owned well at the Tiskele Bend site ignited methane gas several hundred feet underground, causing a fireball and fire that burned for about an hour is the findings from a dual GAStech - government...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The Abila Post/663.txt
256,News Online Today,News Online Today,aggregator,TISKELE BEND EXPLOSION AND FIRE,,2000/08/17,2000-08-17,ok,"ABILA, Kronos",48,GAStech|Government,,,"A spark at the GAStech International-owned well at the Tiskele Bend site ignited methane gas several hundred feet underground, causing a fireball and fire that burned for about an hour is the findings from a dual GAStech - government...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/News Online Today/256.txt
734,Central Bulletin,Central Bulletin,primary_local,TISKELE BEND EXPLOSION AND FIRE,,2000/08/17,2000-08-17,ok,"ABILA, Kronos",122,GAStech|Government|Elodis,environment|business,1,"A spark at the GAStech International-owned well at the Tiskele Bend site ignited methane gas several hundred feet underground, causing a fireball and fire that burned for about an hour is the findings from a dual GAStech - government...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/Central Bulletin/734.txt
177,The Explainer,The Explainer,derivative_international,EXPLOSION AND FIRE OF THE TISKELE CURVE,,2000/08/18,2000-08-18,ok,"ABILA, Kronos",191,GAStech|Government|Elodis|Abila,business,1,"ABILA, Kronos - a spark in the GAStech International-had well in the site of the curve of Tiskele ignited the methane gas several hundreds of underground feet, causing a fire ball and the fire that was burned by around one hour is the...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The Explainer/177.txt
295,Athena Speaks,Athena Speaks,primary_local,EXPLOSION AND FIRE OF CURVE OF TISKELE,,2000/08/18,2000-08-18,ok,"ABILA, Kronos",161,GAStech|Government|Elodis|Abila,environment|business,1,"ABILA, Kronos - a spark at GAStech International well with the site of curve of Tiskele fired gas methane several hundreds of feet at the bottom, involving an aerolite and the fire which burned during approximately an hour is the results...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/Athena Speaks/295.txt
91,News Desk,News Desk,aggregator,TISKELE THE EXPLOSION AND THE FIRE OF THE BEND,,2000/08/18,2000-08-18,ok,"ABILA, Kronos",168,GAStech|Government|Elodis,business,1,"A spark in GAStech which becomes well at the place of bending Tiskele put underground methane gas to hundreds foot, a causing fire ball and the fire which burned for an approximately hour are the findings of double GAStech - government...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/News Desk/91.txt
403,Central Bulletin,Central Bulletin,primary_local,LANDSLIDE VICTORY FOR PRESIDENT KAPELOU,,2000/10/02,2000-10-02,ok,"ABILA, Kronos",75,Government|President Kapelou,,,The people of Kronos have overwhelmingly elected new President Dorel Kapelou II. Former President Luis Araullo conceded defeat yesterday when early returns came in strong for Kapelou II. The results for the 1 October election are as...,C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/Central Bulletin/403.txt
410,News Online Today,News Online Today,aggregator,LANDSLIDE VICTORY FOR PRESIDENT KAPELOU,,2000/10/02,2000-10-02,ok,"ABILA, Kronos",28,Government|President Kapelou,,,The people of Kronos have overwhelmingly elected new President Dorel Kapelou II. Former President Luis Araullo conceded defeat yesterday when early returns came in strong for Kapelou II.,C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/News Online Today/410.txt
477,The Abila Post,The Abila Post,primary_local,LANDSLIDE VICTORY FOR PRESIDENT KAPELOU,,2 October 2000,2000-10-02,ok,"ABILA, Kronos",93,Government|President Kapelou,,,The people of Kronos have overwhelmingly elected new President Dorel Kapelou II. Former President Luis Araullo conceded defeat yesterday when early returns came in strong for Kapelou II. Today marks a new dawn for the people of Kronos and...,C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The Abila Post/477.txt
311,News Desk,News Desk,aggregator,THE VICTORY OF THE LANDSLIDE FOR PRESIDENT KAPELOU,,2000/10/03,2000-10-03,ok,"ABILA, Kronos",94,Government|President Kapelou,business,1,People of Kronos have overwhelming new president Dorel Kapelou II. the permitted defeat of former president delouses Araullo yesterday preferred then the early profit in strongly for Kapelou II. came. Today a new paddle for people of...,C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/News Desk/311.txt
747,The Explainer,The Explainer,derivative_international,VICTORY OF THE COLLAPSE FOR PRESIDENT KAPELOU,,2000/10/03,2000-10-03,ok,"ABILA, Kronos",104,Government|President Kapelou,,,The people of Kronos of overwhelming form have chosen new president Dorel Kapelou II. granted defeat Araullo of president Anterior Luis yesterday when the early returns came in fort for Kapelou II. Mark today a new dawn for the people of...,C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The Explainer/747.txt
270,Athena Speaks,Athena Speaks,primary_local,VICTOIRE Of CRUMBLING FOR PRESIDENT KAPELOU,,2000/10/04,2000-10-04,ok,"ABILA, Kronos",97,Government|President Kapelou,,,the people of Kronos elected new President Dorel Kapelou II. defeat conceded by Araullo of Former President Luis yesterday when the returns early came in fort for Kapelou II. Mark today a new start for the people of Kronos and a luminous...,C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/Athena Speaks/270.txt
246,Kronos Star,Kronos Star,primary_local,"Added Taxes on Oil, Gas Development Defeated in General Assembly",Eva Thayer,17 March 2001,2001-03-17,ok,"ABILA, Kronos",149,Government|President Kapelou,business,1|2,"A motion to increase taxes on oil and gas development by an additional 10% was defeated today in the General Assembly by a vote of 77 to 23. The proposed tax increase, championed by Minister of Health Cesare Nespola, was to provide...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/Kronos Star/246.txt
296,The Guide,The Guide,derivative_international,"The taxes added on the oil, development of the gas defeated in general to assembly",,2001/03/18,2001-03-18,ok,"ABILA, Kronos",180,Government|President Kapelou,business,1|2,"A movement to increase taxes on the development of the oil and the gas in an additional 10% was defeated today in the General Assembly by a vote from 77 to 23. The proposed increase of the tax, defended by Minister of the health Will stop...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The Guide/296.txt
41,The Truth,The Truth,derivative_international,"Added taxes on oil, the reports in general assembly of the gas development",,2001/03/18,2001-03-18,ok,"ABILA, Kronos",150,Government|President Kapelou,business,1|2,"A motion became taxes at oil and gas the development with extra 10% raise reports today at the general meeting by a voice of 77 to 23. The presented tax increase, which by minister of health Cesare Nespola is defended, had specific...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The Truth/41.txt
636,International News,International News,derivative_international,"Added Taxes on Oil, Gas Development Defeated in General Assembly",,2001/03/18,2001-03-18,ok,"ABILA, Kronos",114,Government|President Kapelou,business,1|2,"A motion to increase taxes on oil and gas development by an additional 10% was defeated today in the General Assembly by a vote of 77 to 23. The proposed tax increase, championed by Minister of Health Cesare Nespola, was to provide...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/International News/636.txt
707,News Online Today,News Online Today,aggregator,"Added Taxes on Oil, Gas Development Defeated in General Assembly",,2001/03/18,2001-03-18,ok,"ABILA, Kronos",56,,business,1|2,"A motion to increase taxes on oil and gas development by an additional 10% was defeated today in the General Assembly by a vote of 77 to 23. The proposed tax increase, championed by Minister of Health Cesare Nespola, was to provide...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/News Online Today/707.txt
765,Worldwise,Worldwise,derivative_international,"The additional taxes on oil, formation of gas have demolishes the Parliament in general",,2001/03/18,2001-03-18,ok,"ABILA, Kronos",165,Government|President Kapelou,business,1|2,"A movement to increase taxes on the development of oil and gas of one 10% additional was demolished today in the General meeting by a voice from 77 to 23. The increase suggested in taxes, supported by Minister of health Cesare Nespola, was...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/Worldwise/765.txt
134,Homeland Illumination,Homeland Illumination,primary_local,"TAX MEASURE DEFEATED, POK EFFORTS STALLED",Maha Salo,22 March 2001,2001-03-22,ok,"Abila, Kronos",128,POK|Henk Bodrogi|Elodis,environment|business,1|2|3,"A measure to increase taxes on foreign oil and gas development proposed by Minister of Health Cesare Nespola was defeated by a wide margin last week in the General Assembly. This defeat is a harsh blow to the Protectors of Kronos, an...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/Homeland Illumination/134.txt
391,All News Today,All News Today,aggregator,"TAX MEASURE DEFEATED, POK EFFORTS STALLED",,2001/03/22,2001-03-22,ok,"Abila, Kronos",107,POK|Henk Bodrogi|Elodis,environment|business,1|2|3,"A measure to increase taxes on foreign oil and gas development proposed by Minister of Health Cesare Nespola was defeated by a wide margin last week in the General Assembly. This defeat is a harsh blow to the Protectors of Kronos, an...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/All News Today/391.txt
606,News Online Today,News Online Today,aggregator,"TAX MEASURE DEFEATED, POK EFFORTS STALLED",,2001/03/22,2001-03-22,ok,"Abila, Kronos",30,POK,business,1|2|3,A measure to increase taxes on foreign oil and gas development proposed by Minister of Health Cesare Nespola was defeated by a wide margin last week in the General Assembly.,C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/News Online Today/606.txt
465,Daily Pegasus,Daily Pegasus,primary_local,"THE DEFEATED MEASUREMENT, EFFORTS OF THE TAX OF POK WAS CLOGGED",,2001/03/23,2001-03-23,ok,"Abila, Kronos",152,POK|Henk Bodrogi|Elodis,environment|business,1|2|3,A measurement to increase taxes on the foreign development of the oil and the gas proposed in Minister of the health Will stop Nespola was defeated by a wide margin the week last in the General Assembly. This defeat is a rough blow to the...,C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/Daily Pegasus/465.txt
187,The Wrap,The Wrap,derivative_international,"REPORTS THE MEASURE OF THE TAX, BLOCKED EFFORTS POK",,2001/03/24,2001-03-24,ok,"Abila, Kronos",136,POK|Henk Bodrogi|Elodis,environment|business,1|2|3,"A measure became taxes at foreign oil and raise gas development which by minister of health Cesare Nespola is presented covered by a broad fork last week at the general meeting. This defeat is a harsh battle to the guards of Kronos, a...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The Wrap/187.txt
459,The Orb,The Orb,derivative_international,"The MEASUREMENT Of TAXES DEMOLISHED, EFFORTS OF FIXED POK",,2001/03/24,2001-03-24,ok,"Abila, Kronos",142,POK|Henk Bodrogi|Elodis,environment|business,1|2|3,A measurement to increase taxes on the foreign development of oil and gas proposed by Minister of health Cesare Nespola was demolished by a broad margin last week in the General meeting. This defeat is a hard blow with the guards of...,C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The Orb/459.txt
306,Kronos Star,Kronos Star,primary_local,Minister of Health Dies Suddenly,Eva Thayer,14 June 2001,2001-06-14,ok,"ABILA, Kronos",123,Government|President Kapelou|Tethys,,2,"It is with great sorrow that we announce the death of Minister of Health Cesare Nespola. Minister Nespola, 62, died peacefully in his sleep yesterday of a suspected heart attack. A tireless champion for the welfare of our people, Nespola...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/Kronos Star/306.txt
668,The Truth,The Truth,derivative_international,The minister of health dies suddenly,,2001/06/15,2001-06-15,ok,"ABILA, Kronos",121,Government|President Kapelou|Tethys,,2,"It is with sorrow which we announce the death of minister of health Cesare Nespola. The minister Nespola, 62, died peacefully in its sleep yesterday of an assumed heart attack. A continuous champion for the well-being of our people,...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The Truth/668.txt
746,News Online Today,News Online Today,aggregator,Minister of Health Dies Suddenly,,2001/06/15,2001-06-15,ok,"ABILA, Kronos",43,Government|President Kapelou|Abila,,2,"ABILA, Kronos - It is with great sorrow that we announce the death of Minister of Health Cesare Nespola. Shortly after hearing of Nespola's death, President Kapelou announced that his nephew Vincent Kapelou would serve as his...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/News Online Today/746.txt
780,Worldwise,Worldwise,derivative_international,The Minister for health dies suddenly,,2001/06/15,2001-06-15,ok,"ABILA, Kronos",125,Government|President Kapelou|Tethys,,2,"It is with great pain that we announce the death of the Minister for health Cesare Nespola. minister Nespola, 62, peacefully dead in its sleep yesterday of a suspected heart attack. An tireless champion for the wellbeing of our people,...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/Worldwise/780.txt
363,The Guide,The Guide,derivative_international,The minister of the health dies suddenly,,2001/06/16,2001-06-16,ok,"ABILA, Kronos",135,Government|President Kapelou|Abila|Tethys,,2,"ABILA, Kronos - it is with great pain that we announced the death of the minister of the health Cesare Nespola. Ministrar Nespola, 62, died peacefully in his dreams yesterday of an attack of the suspected heart. An untiring champion for...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The Guide/363.txt
273,Kronos Star,Kronos Star,primary_local,Activists Disrupt Traffic Near Tiskele Bend Fields,Marcella Trapani,30 August 2001,2001-08-30,ok,"ABILA, Kronos",185,GAStech|POK|Government,environment|protest|security,2|3,"Five young people were arrested yesterday for protesting near the entrance to the Tiskele Bend fields as they called for government action to address their environmental concerns about GAStech's operations at the site. The protestors,...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/Kronos Star/273.txt
129,International News,International News,derivative_international,Activists Disrupt Traffic Near Tiskele Bend Fields,,2001/08/31,2001-08-31,ok,"ABILA, Kronos",144,GAStech|POK|Government,environment|protest|security,2|3,"Five young people were arrested yesterday for protesting near the entrance to the Tiskele Bend fields as they called for government action to address their environmental concerns about GAStech's operations at the site. The protestors,...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/International News/129.txt
544,News Online Today,News Online Today,aggregator,Activists Disrupt Traffic Near Tiskele Bend Fields,,2001/08/31,2001-08-31,ok,"ABILA, Kronos",76,GAStech|POK|Government,environment|protest|security,2|3,"Five young people were arrested yesterday for protesting near the entrance to the Tiskele Bend fields as they called for government action to address their environmental concerns about GAStech's operations at the site. The protestors,...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/News Online Today/544.txt
658,Homeland Illumination,Homeland Illumination,primary_local,POK MEMBERS ARRESTED,Petrus Gerhard,31 August 2001,2001-08-31,ok,"ELODIS, Kronos",347,GAStech|POK|Government|Elodis|Abila,protest|security,2|3,Government heavies obstructed the free speech - yet again - of members of the activist group Protectors of Kronos yesterday at a lawful demonstration at the Tiskele Bend fields. The five POK activists had gathered in front of the gates to...,C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/Homeland Illumination/658.txt
794,The Truth,The Truth,derivative_international,The activists interrupt movement near the areas of bending Tiskele,,2001/08/31,2001-08-31,ok,"ABILA, Kronos",186,GAStech|POK|Government,environment|protest|business|security,1|2|3,Five young people were arrested yesterday for protesting near the entrance to the areas of bending Tiskele since they requested government action their aim environment questions concerning the verrichtingen of GAStech at the place....,C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The Truth/794.txt
328,The Guide,The Guide,derivative_international,The activists interrupt traffic near fields of the curve of Tiskele,,2001/09/01,2001-09-01,ok,"ABILA, Kronos",183,GAStech|POK|Government,environment|protest|security,2|3,They arrested five young people to protest yesterday near the entrance to the fields of the curve of Tiskele whereas they called for the action of the government to treat its environmental preoccupations by the operations about GAStech in...,C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The Guide/328.txt
511,News Online Today,News Online Today,aggregator,POK MEMBERS ARRESTED,,2001/09/01,2001-09-01,ok,"ELODIS, Kronos",110,GAStech|POK|Government|Elodis,protest|security,2|3,Government heavies obstructed the free speech - yet again - of members of the activist group Protectors of Kronos yesterday at a lawful demonstration at the Tiskele Bend fields. The five POK activists had gathered in front of the gates to...,C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/News Online Today/511.txt
593,Worldwise,Worldwise,derivative_international,The activists disturb the traffic close to the fields of curve of Tiskele,,2001/09/01,2001-09-01,ok,"ABILA, Kronos",197,GAStech|POK|Government,environment|protest|security,2|3,Five young people were stopped yesterday to protest close to the entry to the fields of curve of Tiskele while they claimed the action of government to address their environmental concern concerning the operations of GAStech to the site....,C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/Worldwise/593.txt
778,The Orb,The Orb,derivative_international,MEMBERS OF POK STOPPED,,2001/09/01,2001-09-01,ok,"ELODIS, Kronos",380,GAStech|POK|Government|Elodis|Abila,protest|security,2|3,Heavies of government blocked the free speech - once again - members of the guards of group of activist of Kronos yesterday to a legal demonstration with the fields of curve of Tiskele. The five activists of POK had met in front of the...,C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The Orb/778.txt
22,Daily Pegasus,Daily Pegasus,primary_local,THE MEMBERS OF POK ARRESTED,,2001/09/02,2001-09-02,ok,"ELODIS, Kronos",388,GAStech|POK|Government|Elodis|Abila,environment|protest|security,2|3,Heavies of the government obstructed the free speech - yet again - of the members of the protectors of the group of the activist of Kronos yesterday in a legal demonstration in the fields of the curve of Tiskele. The five activists of POK...,C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/Daily Pegasus/22.txt
680,The Wrap,The Wrap,derivative_international,ARRESTED MEMBERS POK,,2001/09/02,2001-09-02,ok,"ELODIS, Kronos",351,GAStech|POK|Government|Elodis|Abila,protest|security,2|3,Government heavies obstructed the free speech - once again - of members of the guards of the activist group of Kronos yesterday at a legitimate demonstration at the areas of bending Tiskele. The five activists POK had collected themselves...,C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/The Wrap/680.txt
297,Homeland Illumination,Homeland Illumination,primary_local,ELODIS PUBLIC HEALTH FACT SHEET 2002,Maha Salo,25 May 2002,2002-05-25,ok,"ELODIS, Kronos",87,Elodis|Abila,,2,"The Elodis Community Health Center has published an update to the Wellness for All study performed in 1998. The effects of Hyper Acidic Substrate Removal (HASR), a controversial drilling technique continue to ravage the health of Elodis...",C:/Users/17971/Desktop/HomeWork/数据可视化/MC1/MC1/News Articles/Homeland Illumination/297.txt
