item_id,item_type,date,title,sources,article_ids,likely_primary_source,sample_summary
TL-434,timeline,2014-01-20,VOICES - a blog on what is important to people,Centrum Sentinel,434,Centrum Sentinel,1538 - An other employee in order to speak to the reporter on the state of anonymity. He has said that the police was making the questions a lot with regard to the nonemployees that they can have appr
TL-438,timeline,2014-01-20,ON THE SCENE BLOG,The Abila Post,438,The Abila Post,"1915 UPDATE - GAStech employee Edvard Vann was ""allowed to leave"" after nearly six hours of interrogation by police, government, and GAStech officials. Vann was questioned and released about fifteen m"
TL-44,timeline,2014-01-20,To break off itself: The emergency to GAStech quarters construction [updates],Tethys News,44,Tethys News,"Update, 2:00 PM: A government automobile has been allowed with the perimeter of the police. The occupant, that she seems to be an emergency civil employee, has been left in the construction."
TL-440,timeline,2014-01-20,"GASTECH EMPLOYEE INTERROGATED, RELEASED",News Online Today,440,News Online Today,For roughly 6 hours GAStech - Kronos employee Edvard Vann was interrogated by Kronos Police and Government officials before being released at 17:00 this evening. With some 14 GAStech employees still u
TL-461,timeline,2014-01-20,POK Kidnaps GAStech Employees,Kronos Star,461,Kronos Star,The Protectors of Kronos (POK) are suspected of kidnapping up to fourteen GAStech employees from their headquarters building earlier today. Abila police quickly secured the building and interviewed th
TL-466,timeline,2014-01-20,"EMPLOYEE OF QUESTIONED GASTECH, RELEASED",Athena Speaks,466,Athena Speaks,During roughly 6 hours employed Edvard Vann de GAStech - of Kronos was questioned by Kronos Police and civils servant of government before being released with 17:00 this evening. Apparent confusion co
TL-469,timeline,2014-01-20,KIDNAPPING AT GASTECH KRONOS,Who What News,469,Who What News,"After a long day of conflicting and confusing information reports are still sketchy, but the story is beginning to come clear: a Kronos Government source has confirmed up to fourteen of GAStech Intern"
TL-485,timeline,2014-01-20,VOICES - a blog on what is important to people,Centrum Sentinel,485,Centrum Sentinel,"1942 - BREAKING OFF the NEWS - the megaphone of the police of Kronos has freed one declaration. ""There are approximately fourteen individuals missing between the staff of GAStech. Still it has not bee"
TL-49,timeline,2014-01-20,KIDNAPPING AT GASTECH KRONOS,The World,49,The World,"After a long day of conflicting and confusing information reports are still sketchy, but the story is beginning to come clear: a Kronos Government source has confirmed up to fourteen of GAStech Intern"
TL-494,timeline,2014-01-20,KIDNAPPING WITH GASTECH KRONOS,The Light of Truth,494,The Light of Truth,"After a long day of the conflict and the muddling information papers are still not very precise, but the history starts to come clearly: a source of government of Kronos confirmed up to fourteen of GA"
TL-50,timeline,2014-01-20,"GASTECH EMPLOYEE INTERROGATED, RELEASED",The Abila Post,50,The Abila Post,For roughly 6 hours GAStech - Kronos employee Edvard Vann was interrogated by Kronos Police and Government officials before being released at 17:00 this evening. The apparent confusion stems from the 
TL-507,timeline,2014-01-20,To break off itself: The emergency to GAStech quarters construction [updates],Tethys News,507,Tethys News,"Update, 8:15 PM: A government civil employee, that she has refused of being identified, as an example that the police and the investigators of government are working around to the clock in order asses"
TL-512,timeline,2014-01-20,"GASTECH QUESTIONED EMPLOYEE, DELIVERED",News Desk,512,News Desk,Kronos employee Edvard Vann were questioned Kronos police force and the civil servants of the government before are delivered at 17:00 tonight. Clear misfiring descends from the resemblance between it
TL-516,timeline,2014-01-20,KIDNAPPING WITH THE REGISTERED OFFICES OF GASTECH,Athena Speaks,516,Athena Speaks,In what the can only described while a note of the multiple international employees of GAStech of terrorism were taken in a bronze incursion of day of the registered offices of GAStech Kronos. The rep
TL-518,timeline,2014-01-20,Breaking: Emergency at GAStech Headquarters Building [Updates],Kronos Star,518,Kronos Star,"Update, 4:25 PM: GAStech employees continue to trickle out of the building. Several have declined to talk to reporters. However, one man told us that he was interviewed by police before being allowed "
TL-521,timeline,2014-01-20,VOICES - a blog on what is important to people,Centrum Sentinel,521,Centrum Sentinel,1410 - A black government sedan has arrived to the centers of GAStech. He has pulled on the main hatches and I have obtained a short one glimpse of a man before the police closed in the hatches. Still
TL-522,timeline,2014-01-20,VOICES - a blog about what is important to the people,Homeland Illumination,522,Homeland Illumination,1356 - Media outlets have reported GAStech-Tethys have confirmed a number of GAStech employees are missing. 20 Jan 2014
TL-525,timeline,2014-01-20,GASTECH CONTROL CONFIRMED MISSING,News Desk,525,News Desk,"Miriam Avila, an administrative employee in international GAStech, have confirmed that the members of the control GAStech in fact missing. The group never would arrive at the reception of the governme"
TL-53,timeline,2014-01-20,ON THE SCENE BLOG,The Abila Post,53,The Abila Post,"1545 UPDATE - These ""shadowy"" figures are at the center of what appears to be a kidnapping incident with the victims being the missing GAStech leadership. At this time we can only speculate on the num"
TL-555,timeline,2014-01-20,ON THE SCENE BLOG,The Abila Post,555,The Abila Post,"1732 UPDATE - Much of the information gathered from the GAStech employees who have been allowed to leave by police investigators point to a kidnapping of several GAStech employees. However, officials "
TL-56,timeline,2014-01-20,VOICES - a blog on what is important to people,Centrum Sentinel,56,Centrum Sentinel,"1515 - BREAKING OFF the NEWS - the reporter have spoken with a civil employee of the airport that confirms that a classified jet has left the airport of Abila 1430, with a number of persons to edge. T"
TL-594,timeline,2014-01-20,POK removes employees of GAStech,Worldwise,594,Worldwise,The guards of Kronos (POK) are suspected to remove to fourteen employees of GAStech of their construction of registered offices earlier today. The police force of Abila quickly fixed the building and 
TL-607,timeline,2014-01-20,POK kidnap employees GAStech,The Truth,607,The Truth,The guards of Kronos (POK) become of kidnapping to fourteen employees from GAStech headquarters suspected that build in former days today. Police force of Abila protected rapidly the bldg. and intervi
TL-609,timeline,2014-01-20,VOICES - a blog about what is important to the people,Homeland Illumination,609,Homeland Illumination,1538 - Another employee agreed to speak to me on the condition of anonymity. He said the police had been asking a lot of questions about nonemployees who may have had access to the building that morni
TL-613,timeline,2014-01-20,To break off itself: The emergency to GAStech quarters construction [updates],Tethys News,613,Tethys News,"Update, 4:25 PM: It employs of GAStech continue to drip from the construction. Vary have refused to communicate with reporter. However, a man has said to us that he was interviewed from the police bef"
TL-635,timeline,2014-01-20,To break off itself: The emergency to GAStech quarters construction [updates],Tethys News,635,Tethys News,"Update, 10:00 PM: The federal civil employees and the staff of application of law of Tethys from the Ministry of Tethyn of the foreign policies have arrived in Kronos in order to help the police in th"
TL-655,timeline,2014-01-20,VOICES - a blog on what is important to people,Centrum Sentinel,655,Centrum Sentinel,"1621 - Reporter talks with an other employee who removes the construction. She has said that the police was interrogating all and asked if she had seen some thing not usual. ""There was some people tha"
TL-673,timeline,2014-01-20,WRAP UP OF EVENTS AT GASTECH,Central Bulletin,673,Central Bulletin,"A long tense day of conflicting reports and confusing information has come to an end. What we know for certain is that 14 GAStech employees are not only missing, but kidnapped as confirmed by a Kronos"
TL-678,timeline,2014-01-20,Breaking: Emergency at GAStech Headquarters Building [Updates],Kronos Star,678,Kronos Star,"Update, 7:45 PM: Carman said that police cannot currently account for the whereabouts of fourteen GAStech employees and have not yet been able to find the caterers. When asked if police suspected the "
TL-679,timeline,2014-01-20,DISAPPEARED CONFIRMED GASTECH DIRECTION,The Explainer,679,The Explainer,"Miriam Avila, administrative assistant in international GAStech, has confirmed that the members of the direction of GAStech in fact are lacking. One hoped that it arrived the reception from the govern"
TL-682,timeline,2014-01-20,ON THE SCENE BLOG,The Abila Post,682,The Abila Post,1235 UPDATE - Rumors abound in regards to the potentially missing GAStech executives. Some suggest that the newly vested executive group skipped the government reception to avoid the press and left to
TL-7,timeline,2014-01-20,WRAP UP OF EVENTS AT GASTECH,News Online Today,7,News Online Today,"A long tense day of conflicting reports and confusing information has come to an end. What we know for certain is that 14 GAStech employees are not only missing, but kidnapped as confirmed by a Kronos"
TL-712,timeline,2014-01-20,REMOVAL AT GASTECH KRONOS,The Tulip,712,The Tulip,"After a long day of contrary and confusing information reports still sketchy, but the tale starts come clearly: a source of the government has confirmed Kronos up to fourteen of GAStech the internatio"
TL-713,timeline,2014-01-20,GASTECH LEADERSHIP CONFIRMED MISSING,The Abila Post,713,The Abila Post,"Miriam Avila, an administrative assistant at GAStech International, has confirmed that members of the GAStech leadership are in fact missing. The group was expected to arrive at the Government recepti"
TL-715,timeline,2014-01-20,KIDNAPPING IN THE GASTECH HEADQUARTERS,The Explainer,715,The Explainer,In which only described the power whereas an act of the multiple international employees of GAStech of the terrorism was taken in an incursion behaved shamelessly of the light of the day of the headqu
TL-719,timeline,2014-01-20,VOICES - a blog about what is important to the people,Homeland Illumination,719,Homeland Illumination,1410 - A black government sedan has just arrived at GAStech headquarters. It pulled up in front of the main doors and I got a brief glimpse of a man in a suit carrying a entering before police closed 
TL-733,timeline,2014-01-20,VOICES - a blog about what is important to the people,Homeland Illumination,733,Homeland Illumination,"1621 - I caught up with another employee exiting the area. She told me the police were questioning everyone. I asked her if she'd seen anything usual. ""There were some people I didn't recognize, but I"
TL-76,timeline,2014-01-20,To break off itself: The emergency to GAStech quarters construction [updates],Tethys News,76,Tethys News,"Update, 7:35 PM: The Carman di Adrien of the megaphone of the police of Abila has said, ""several employs you of GasTech seems missing. Anyone that sees the activity unusual is asked to put itself in c"
TL-761,timeline,2014-01-20,Breaking: Emergency at GAStech Headquarters Building [Updates],Kronos Star,761,Kronos Star,"Update, 7:00 PM: The last of the GAStech employees has been allowed to leave the building. The employee, Edvard Vann, said that the police interviewed him for hours and accused him of involvement in t"
TL-776,timeline,2014-01-20,Breaking: Emergency at GAStech Headquarters Building [Updates],Kronos Star,776,Kronos Star,"Update, 7:35 PM: Abila police spokesman Adrien Carman said, ""Several GasTech employees appear to be missing. Anyone seeing unusual activity is asked to contact the Abila police."" In response to questi"
TL-803,timeline,2014-01-20,ON THE SCENE BLOG,The Abila Post,803,The Abila Post,1506 UPDATE - Police have begun to leave GAStech headquarters. The officers have declined to answer all of the reporters' questions leaving the scene. A few police vehicles have remained behind. Presu
TL-811,timeline,2014-01-20,ON SCENE BLOG,Modern Rubicon,811,Modern Rubicon,1405 - the government civil employees ally by marriage of Kronos have arrived to the centers of GAStech. Inks have arrived in unmarked the black automobile with the windows and have been are concurred
TL-813,timeline,2014-01-20,To break off itself: The emergency to GAStech quarters construction [updates],Tethys News,813,Tethys News,"Update, 5:50 PM: According to an employee of GAStech, the pictures of GAStech have left to the construction after their reunion this morning and head to the reception the construction of the capitol. "
TL-818,timeline,2014-01-20,ENVELOPE UP OF EVENTS AT GASTECH,News Desk,818,News Desk,"ABILA, Kronos - a long stretched day of contrary is reports and finish confused information. What we for certain know is that 14 employees GAStech not only missing are confirmed, but kidnapped such as"
TL-828,timeline,2014-01-20,VOICES - a blog approximately that what is important to people,Centrum Sentinel,828,Centrum Sentinel,1356 - The means that the taken ones has marked GAStech-Tethys have confirmed a sure number of employs missing of GAStech.
TL-834,timeline,2014-01-20,ON THE SCENE BLOG,The Abila Post,834,The Abila Post,930 20 January 2014 - This is Haneson Ngohebo here at the GAStech - Kronos headquarters live blogging the annual GAStech International meeting. At roughly 1000 the morning meeting will end and CEO Ste
TL-838,timeline,2014-01-20,To break off itself: The emergency to GAStech quarters the construction [updates],Tethys News,838,Tethys News,"Update, 5:30 PM: We have several relationships from employs of GAStech that confirm a kidnapping have happened, but currently not are the information on who. The unofficial relationships from the poli"
TL-87,timeline,2014-01-20,VOICES - a blog about what is important to the people,Homeland Illumination,87,Homeland Illumination,1837 - There are unconfirmed reports that the GAStech employees were kidnapped. Media outlets are speculating that their newfound wealth might provide a motive. Perhaps someone should locate the cater
TL-9,timeline,2014-01-20,Breaking: Emergency at GAStech Headquarters Building [Updates],Kronos Star,9,Kronos Star,"Update 1:00 PM: Police have come and gone from the GAStech building, but up to this point no GAStech employees have left the building. We still have no official word on why the police are present."
TL-94,timeline,2014-01-20,VOICES - a blog about what is important to the people,Homeland Illumination,94,Homeland Illumination,1744 - Media reports are coming in that a number of GAStech employees were kidnapped. The identity of the passengers on the mystery jet that departed earlier today from the Abila Airport remains unkno
EVT-0174,cross_source_story,2014-01-21,ON SCENE BLOG,Modern Rubicon; The Abila Post,106;159;218;250;261;30;654;727,Modern Rubicon,934 - the police of Abila has indicated that the application of law and the civil employees of government from Tethys are working with. The number of the missing has been modified fourteen to ten. The
EVT-0176,cross_source_story,2014-01-21,GAStech's Sanjorge Escapes Kidnapping at GAStech HQ,Everyday News; International News; International Times; Kronos Star; News Online Today; The Continent; The Guide; The Light of Truth; The Truth; World Journal; World Source,167;245;344;396;460;463;481;598;62;689;787;822,Kronos Star,"According to a press conference held at GAStech headquarters in Centrum, Tethys this morning, GAStech's President and CEO, Sten Sanjorge Jr. returned safely to Tethys after a reported kidnapping event"
EVT-0177,cross_source_story,2014-01-21,DEMANDS OF THE RESCUE DONE IN THE KIDNAPPING OF GASTECH,News Online Today; The General Post; The Guide; The Truth; The Tulip; The World; Who What News,178;219;310;372;536;599;824,The General Post,"The protectors of Kronos not only have taken the responsibility from the kidnapping of the international employees of GAStech, but also they have made a demand of the rescue of $20M of the president a"
EVT-0178,cross_source_story,2014-01-21,Conference of news of catch of police force on the kidnapping of GAStech,Worldwise,274;752,Worldwise,The police force of Abila held a press conference to nine this morning on the registered offices of removal of GAStech. To maintain to the order the journalists with the current that four of the emplo
EVT-0179,cross_source_story,2014-01-21,Police Hold News Conference on GAStech Kidnapping,International News; Kronos Star; News Online Today,276;676;693,Kronos Star,The Abila police held a press conference at nine this morning on the kidnapping GAStech headquarters. Police informed reporters that four of the GAStech employees whose whereabouts were unconfirmed ye
TL-142,timeline,2014-01-21,VOICES - a blog on what is important to people,Centrum Sentinel,142,Centrum Sentinel,0715 - Welcome to continuous news of the disappearing of several employs of GAStech. That what is known: The police has announced that fourteen employsof GAStech are disappeared yesterday morning. The
TL-167,timeline,2014-01-21,GASTech Employees Kidnapped in Kronos,International Times,167,International Times,"Fourteen employees feared kidnapped in Kronos by a radical environmental terrorist group during a corporate gathering. Fourteen employees, including possibly five executive officers, are feared kidnap"
TL-178,timeline,2014-01-21,THE REQUIREMENTS OF THE RANSOM WHICH ARE MADE IN REMOVAL GASTECH,The Tulip,178,The Tulip,"The guards of Kronos have not only also the taken responsibility for the removal of international employees GAStech, but the ransom question of $20M of the President and CEO Sten Sanjorge, Jr. made. R"
TL-219,timeline,2014-01-21,RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,News Online Today,219,News Online Today,"The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, "
TL-245,timeline,2014-01-21,The employees of GASTech who are kidnapped in Kronos,The Continent,245,The Continent,"Fourteen employees feared kidnapped in Kronos by a radical environment terrorist group during itself collective collecting. Fourteen employees, among which executive civil servants perhaps five, feare"
TL-250,timeline,2014-01-21,ON THE SCENE BLOG,The Abila Post,250,The Abila Post,934 UPDATE - Abila Police indicated that they are working with law enforcement and government officials from Tethys. The number of the missing has been revised from fourteen to ten. The names of the m
TL-261,timeline,2014-01-21,ON THE SCENE BLOG,The Abila Post,261,The Abila Post,1245 UPDATE - RANSOM DEMANDS FROM POK - The Protectors of Kronos have released a statement claiming responsibility for the kidnapping of GAStech employees demanding a $20 million ransom.
TL-274,timeline,2014-01-21,Conference of news of catch of police force on the kidnapping of GAStech,Worldwise,274,Worldwise,The police force of Abila held a press conference to nine this morning on the registered offices of removal of GAStech. To maintain to the order the journalists with the current that four of the emplo
TL-276,timeline,2014-01-21,Police Hold News Conference on GAStech Kidnapping,International News,276,International News,The Abila police held a press conference at nine this morning on the kidnapping GAStech headquarters. Police informed reporters that four of the GAStech employees whose whereabouts were unconfirmed ye
TL-310,timeline,2014-01-21,RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,Who What News,310,Who What News,"The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, "
TL-372,timeline,2014-01-21,Conference of the news of the grasping of the police on the kidnapping of GAStech,The Guide,372,The Guide,The police of Abila carried out a press conference at nine this morning in the headquarters of GAStech of the kidnapping. To clean to informed reporters who four of the employees of GAStech found that
TL-396,timeline,2014-01-21,Employees of GASTech removed in Kronos,World Journal,396,World Journal,"Fourteen employees have fears removed in Kronos by a radical environmental group of terrorist during a meeting of corporation. One fears fourteen employees, probably including five executive leaders, "
TL-418,timeline,2014-01-21,VOICES - a blog on what is important to people,Centrum Sentinel,418,Centrum Sentinel,0911 - To a news conferencesome police of Abila of minutes ago has modified the number of missing employs of GAStech to ten. It is unknown if the police has identified which employs they lack.
TL-460,timeline,2014-01-21,Kidnapped employees of GASTech in Kronos,Everyday News,460,Everyday News,"Fourteen employees feared kidnapped in Kronos for radical an environmental group of the terrorist during a corporative meeting. They fear fourteen employees, including possibly to five executive offic"
TL-463,timeline,2014-01-21,Sanjorge of GAStech escape which kidnap GAStech at HQ,The Truth,463,The Truth,"According to a press conference which in GAStech headquarters in Centrum, Tethys announced, the President of have GAStech and CEO, Sten Sanjorge Jr. returned to Tethys after communicated kidnapping ev"
TL-481,timeline,2014-01-21,GAStech's Sanjorge Escapes Kidnapping at GAStech HQ,Kronos Star,481,Kronos Star,"According to a press conference held at GAStech headquarters in Centrum, Tethys this morning, GAStech's President and CEO, Sten Sanjorge Jr. returned safely to Tethys after a reported kidnapping event"
TL-536,timeline,2014-01-21,DEMANDS OF THE RESCUE DONE IN THE KIDNAPPING OF GASTECH,The General Post,536,The General Post,"The protectors of Kronos not only have taken the responsibility from the kidnapping of the international employees of GAStech, but also they have made a demand of the rescue of $20M of the president a"
TL-556,timeline,2014-01-21,VOICES - a blog about what is important to the people,Homeland Illumination,556,Homeland Illumination,"1016 - A GAStech spokesman just announced that CEO Sten Sanjorge is not among the missing GAStech employees, and has returned to Tethys. We can assume that he was a passenger on one of the private jet"
TL-583,timeline,2014-01-21,VOICES - a blog about what is important to the people,Homeland Illumination,583,Homeland Illumination,0911 - At a news conference just a few minutes ago Abila police revised the number of missing GAStech employees to ten. We do not know if the police have identified which employees are missing. 21 Jan
TL-598,timeline,2014-01-21,GASTech Employees Kidnapped in Kronos,News Online Today,598,News Online Today,"Fourteen employees feared kidnapped in Kronos by a radical environmental terrorist group during a corporate gathering. Fourteen employees, including possibly five executive officers, are feared kidnap"
TL-599,timeline,2014-01-21,The conference of the news of the seizure of the police force concerning removal GAStech,The Truth,599,The Truth,The police force Abila loved a press conference at nine this morning on the GAStech headquarters kidnappings. The police force communicated report donors that celebrate of whom residence was not confi
TL-62,timeline,2014-01-21,Sanjorge of GAStech saved from the kidnapping in the HQ of GAStech,The Guide,62,The Guide,"According to a press conference it maintained in the headquarters of GAStech in Centrum, Tethys this morning, president and CEO, GAStech CEO Sten Sanjorge Je returned surely to Tethys after the disclo"
TL-624,timeline,2014-01-21,VOICES - a blog on what is important to people,Centrum Sentinel,624,Centrum Sentinel,1016 - A megaphone of GAStech has announced hardly that the CEO Sten Sanjorge is not with the employs missing and has sent back to Tethys. It is presupposed that he has been yesterday a passenger on o
TL-654,timeline,2014-01-21,ON THE SCENE BLOG,The Abila Post,654,The Abila Post,"1013 UPDATE - CEO Sten Sanjorge, Jr. is not among the missing GAStech employees and is safe back in GAStech's Tethys headquarters in the capital Centrum. Names of the missing have still not been relea"
TL-676,timeline,2014-01-21,Police Hold News Conference on GAStech Kidnapping,News Online Today,676,News Online Today,The Abila police held a press conference at nine this morning on the kidnapping GAStech headquarters. Police informed reporters that four of the GAStech employees whose whereabouts were unconfirmed ye
TL-693,timeline,2014-01-21,Police Hold News Conference on GAStech Kidnapping,Kronos Star,693,Kronos Star,The Abila police held a press conference at nine this morning on the kidnapping GAStech headquarters. Police informed reporters that four of the GAStech employees whose whereabouts were unconfirmed ye
TL-727,timeline,2014-01-21,ON SCENE BLOG,Modern Rubicon,727,Modern Rubicon,934 - the police of Abila has indicated that the application of law and the civil employees of government from Tethys are working with. The number of the missing has been modified fourteen to ten. The
TL-738,timeline,2014-01-21,VOICES - a blog about what is important to the people,Homeland Illumination,738,Homeland Illumination,0715 - Welcome to our continuing coverage of the disappearance of several GAStech employees. What we know: Police have announced that fourteen GAStech employees disappeared sometime yesterday morning.
TL-787,timeline,2014-01-21,GASTech Employees Kidnapped in Kronos,World Source,787,World Source,"Fourteen employees feared kidnapped in Kronos by a radical environmental terrorist group during a corporate gathering. Fourteen employees, including possibly five executive officers, are feared kidnap"
TL-822,timeline,2014-01-21,RANSOM DEMANDS MADE IN THE KIDNAPPING OF GASTECH,The Light of Truth,822,The Light of Truth,"The guards of Kronos took not only the responsability for the kidnapping of the international employees of GAStech, but also made a ransom demand of $20M starting from the president and PRESIDENT Sten"
TL-824,timeline,2014-01-21,RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,The World,824,The World,"The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, "
EVT-0180,cross_source_story,2014-03-26,Penetration of an expert: prospering like foreign CEO in Kronos,Everyday News; The Continent; World Journal,279;535;656,Everyday News,"17 of January of 1995 The Fluss hank is CEO of GAStech, main industry of Krono by more than 15 years, after its discovery of its immense gas fields near the city of Elodis. Fluss, has worked with doze"
